dataset,horizon,model,seed,mse,mae,run_id,name,model_type
ETTh2,192,FullContextDelta,2032,0.370037,0.38647,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2033,0.367515,0.384566,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2034,0.359748,0.380213,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2035,0.360438,0.380287,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2036,0.36602,0.382718,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2036,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2037,0.366235,0.383471,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2037,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2038,0.362153,0.381811,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2038,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,192,FullContextDelta,2039,0.359773,0.381067,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl192_seed2039,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,Adaptive PhaseGate,2024,0.399594,0.41141,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2025,0.402121,0.411504,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2026,0.410595,0.415918,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2027,0.407093,0.416776,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2028,0.400594,0.41177,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2029,0.403103,0.41395,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2030,0.406273,0.415678,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2031,0.404115,0.414899,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2032,0.39995,0.411159,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2033,0.398926,0.41184,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2034,0.405741,0.416126,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2035,0.408044,0.4143,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2036,0.40348,0.413353,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2037,0.400568,0.411127,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2038,0.404121,0.415106,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,Adaptive PhaseGate,2039,0.39985,0.412108,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl336_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,336,CrossBranchGate,2024,0.403693,0.416459,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2024,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2025,0.405414,0.414588,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2025,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2026,0.40041,0.413457,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2026,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2027,0.399308,0.409976,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2027,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2028,0.404718,0.413143,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2028,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2029,0.404495,0.414711,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2029,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2030,0.408322,0.416093,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2030,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2031,0.397793,0.411246,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2031,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2032,0.411373,0.418982,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2032,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2033,0.406403,0.417383,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2033,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2034,0.40353,0.413053,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2034,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2035,0.400214,0.412376,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2035,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2036,0.410302,0.416268,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2036,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2037,0.407938,0.414809,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2037,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2038,0.404705,0.414164,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2038,frwkv_crossbranchgate
ETTh2,336,CrossBranchGate,2039,0.40396,0.414746,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl336_seed2039,frwkv_crossbranchgate
ETTh2,336,CrossBranchPhaseGate,2024,0.407203,0.418094,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2024,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2025,0.400938,0.411825,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2025,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2026,0.408834,0.414567,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2026,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2027,0.403772,0.411136,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2027,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2028,0.405707,0.415091,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2028,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2029,0.403366,0.41468,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2029,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2030,0.414493,0.417749,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2030,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2031,0.407207,0.415223,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2031,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2032,0.404563,0.414223,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2032,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2033,0.410069,0.415921,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2033,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2034,0.408346,0.415789,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2034,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2035,0.402646,0.411298,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2035,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2036,0.410281,0.416457,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2036,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2037,0.395789,0.411437,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2037,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2038,0.402572,0.415717,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2038,frwkv_crossbranchphasegate
ETTh2,336,CrossBranchPhaseGate,2039,0.40414,0.414194,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl336_seed2039,frwkv_crossbranchphasegate
ETTh2,336,FRWKV,2024,0.402549,0.41231,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2024,frwkv
ETTh2,336,FRWKV,2025,0.406171,0.414736,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2025,frwkv
ETTh2,336,FRWKV,2026,0.406305,0.415069,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2026,frwkv
ETTh2,336,FRWKV,2027,0.406022,0.415148,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2027,frwkv
ETTh2,336,FRWKV,2028,0.401436,0.411108,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2028,frwkv
ETTh2,336,FRWKV,2029,0.40179,0.411908,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2029,frwkv
ETTh2,336,FRWKV,2030,0.406397,0.414618,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2030,frwkv
ETTh2,336,FRWKV,2031,0.411805,0.416265,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2031,frwkv
ETTh2,336,FRWKV,2032,0.397942,0.410408,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2032,frwkv
ETTh2,336,FRWKV,2033,0.404724,0.415918,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2033,frwkv
ETTh2,336,FRWKV,2034,0.401641,0.411443,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2034,frwkv
ETTh2,336,FRWKV,2035,0.406747,0.414657,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2035,frwkv
ETTh2,336,FRWKV,2036,0.405501,0.413092,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2036,frwkv
ETTh2,336,FRWKV,2037,0.405311,0.415429,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2037,frwkv
ETTh2,336,FRWKV,2038,0.402257,0.414123,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2038,frwkv
ETTh2,336,FRWKV,2039,0.409202,0.414968,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl336_seed2039,frwkv
ETTh2,336,FullContextDelta,2024,0.405053,0.414145,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2025,0.406835,0.414256,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2026,0.403421,0.412394,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2027,0.398237,0.411516,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2028,0.401447,0.412625,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2028,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2029,0.401577,0.413241,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2029,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2030,0.412551,0.415984,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2030,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2031,0.414182,0.421958,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2031,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2032,0.412746,0.416736,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2033,0.410567,0.417822,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2034,0.401516,0.411442,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2035,0.398324,0.409812,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2036,0.397209,0.409641,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2036,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2037,0.407463,0.414107,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2037,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2038,0.399942,0.413377,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2038,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,336,FullContextDelta,2039,0.399049,0.411358,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl336_seed2039,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,720,Adaptive PhaseGate,2024,0.419552,0.43289,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2025,0.419202,0.433178,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2026,0.426378,0.436131,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2027,0.418625,0.433954,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2028,0.407341,0.426889,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2029,0.417277,0.431674,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2030,0.42368,0.434997,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2031,0.415329,0.432315,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2032,0.431664,0.438943,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2033,0.420982,0.43416,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2034,0.423735,0.435988,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2035,0.420145,0.43335,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2036,0.422446,0.434863,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2037,0.423451,0.43471,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2038,0.418736,0.433994,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,Adaptive PhaseGate,2039,0.425859,0.436637,parallel_run_20260509_134027,kbs_adaptive16_etth2_pl720_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh2,720,CrossBranchGate,2024,0.423079,0.434289,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2024,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2025,0.417521,0.432142,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2025,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2026,0.416617,0.434056,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2026,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2027,0.421608,0.436562,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2027,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2028,0.416935,0.432583,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2028,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2029,0.418261,0.431714,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2029,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2030,0.413639,0.433264,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2030,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2031,0.419482,0.433663,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2031,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2032,0.436709,0.441031,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2032,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2033,0.422144,0.436112,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2033,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2034,0.415393,0.433488,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2034,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2035,0.41609,0.431658,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2035,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2036,0.42865,0.436226,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2036,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2037,0.422975,0.434042,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2037,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2038,0.432657,0.441769,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2038,frwkv_crossbranchgate
ETTh2,720,CrossBranchGate,2039,0.414604,0.431698,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth2_pl720_seed2039,frwkv_crossbranchgate
ETTh2,720,CrossBranchPhaseGate,2024,0.419117,0.432548,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2024,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2025,0.434346,0.442605,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2025,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2026,0.417786,0.432235,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2026,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2027,0.428749,0.438402,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2027,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2028,0.421379,0.43712,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2028,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2029,0.419989,0.433296,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2029,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2030,0.415374,0.431822,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2030,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2031,0.41409,0.431079,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2031,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2032,0.426623,0.437215,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2032,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2033,0.440363,0.443083,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2033,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2034,0.423526,0.437449,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2034,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2035,0.428555,0.438423,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2035,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2036,0.420134,0.432746,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2036,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2037,0.417037,0.431576,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2037,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2038,0.409782,0.428181,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2038,frwkv_crossbranchphasegate
ETTh2,720,CrossBranchPhaseGate,2039,0.434528,0.44128,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth2_pl720_seed2039,frwkv_crossbranchphasegate
ETTh2,720,FRWKV,2024,0.416052,0.431526,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2024,frwkv
ETTh2,720,FRWKV,2025,0.415659,0.435794,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2025,frwkv
ETTh2,720,FRWKV,2026,0.417118,0.434588,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2026,frwkv
ETTh2,720,FRWKV,2027,0.434359,0.443281,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2027,frwkv
ETTh2,720,FRWKV,2028,0.418007,0.434369,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2028,frwkv
ETTh2,720,FRWKV,2029,0.424634,0.435761,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2029,frwkv
ETTh2,720,FRWKV,2030,0.423606,0.435933,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2030,frwkv
ETTh2,720,FRWKV,2031,0.415904,0.432018,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2031,frwkv
ETTh2,720,FRWKV,2032,0.429784,0.439299,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2032,frwkv
ETTh2,720,FRWKV,2033,0.414313,0.43292,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2033,frwkv
ETTh2,720,FRWKV,2034,0.438859,0.443627,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2034,frwkv
ETTh2,720,FRWKV,2035,0.422073,0.434564,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2035,frwkv
ETTh2,720,FRWKV,2036,0.419692,0.433852,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2036,frwkv
ETTh2,720,FRWKV,2037,0.425232,0.435461,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2037,frwkv
ETTh2,720,FRWKV,2038,0.415062,0.431462,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2038,frwkv
ETTh2,720,FRWKV,2039,0.427972,0.438241,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth2_pl720_seed2039,frwkv
ETTh2,720,FullContextDelta,2024,0.424458,0.434752,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl720_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,720,FullContextDelta,2025,0.438034,0.442369,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl720_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,720,FullContextDelta,2026,0.423662,0.433839,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl720_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTh2,720,FullContextDelta,2027,0.43395,0.440573,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth2_pl720_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
